,INSTANCE,EDGE_DENSITY,AVG_DEGREE,BURNING_NODES,BURNING_EDGES,NODES_IN_DANGER,HEURISTIC,RESULT
3,instances/GBRL/50_ep0.15_0_gilbert_8.in,0.04979591836734694,0.0,0.94,0.04979591836734694,0.86,GDEG,0.94
0,instances/GBRL/500_ep0.015_0_gilbert_1.in,0.01531062124248497,0.015309175465158774,0.002,3.2064128256513025e-05,0.016,GDEG,0.988
1,instances/GBRL/500_ep0.015_0_gilbert_1.in,0.015118236472945891,0.015185472986789905,0.018,0.00023647294589178357,0.114,LDEG,0.988
2,instances/GBRL/500_ep0.015_0_gilbert_1.in,0.014525050100200401,0.014777823545474321,0.13,0.0017274549098196393,0.598,LDEG,0.988
3,instances/GBRL/500_ep0.015_0_gilbert_1.in,0.011414829659318637,0.01253373799622366,0.648,0.007078156312625251,0.924,LDEG,0.988
4,instances/GBRL/500_ep0.015_0_gilbert_1.in,0.006052104208416833,0.00250501002004008,0.984,0.006032064128256513,0.896,LDEG,0.988
5,instances/GBRL/500_ep0.015_0_gilbert_1.in,0.006012024048096192,0.0,0.988,0.006012024048096192,0.89,GDEG,0.988
0,instances/GBRL/100_ep0.125_0_gilbert_3.in,0.12727272727272726,0.12682379349046016,0.01,0.0017171717171717172,0.17,LDEG,0.97
1,instances/GBRL/100_ep0.125_0_gilbert_3.in,0.1204040404040404,0.12429169746242917,0.17,0.018484848484848486,0.84,LDEG,0.97
2,instances/GBRL/100_ep0.125_0_gilbert_3.in,0.08565656565656565,0.1188811188811189,0.85,0.0702020202020202,0.96,GDEG,0.97
3,instances/GBRL/100_ep0.125_0_gilbert_3.in,0.0602020202020202,0.0,0.97,0.0602020202020202,0.94,GDEG,0.97
0,instances/GBRL/500_ep0.02_0_gilbert_8.in,0.019438877755511022,0.019433656892944205,0.002,4.408817635270541e-05,0.022,GDEG,0.992
1,instances/GBRL/500_ep0.02_0_gilbert_8.in,0.019198396793587175,0.01925822898363462,0.024,0.0004408817635270541,0.204,LDEG,0.992
2,instances/GBRL/500_ep0.02_0_gilbert_8.in,0.01824448897795591,0.018863367761163354,0.216,0.003531062124248497,0.824,GDEG,0.992
3,instances/GBRL/500_ep0.02_0_gilbert_8.in,0.012488977955911824,0.014737166640974256,0.864,0.01057314629258517,0.952,GDEG,0.992
4,instances/GBRL/500_ep0.02_0_gilbert_8.in,0.009178356713426854,0.0,0.992,0.009178356713426854,0.894,LDEG,0.992
0,instances/GBRL/50_r0.334_0_geom_3.gin,0.23755102040816325,0.23781757600999584,0.02,0.004489795918367347,0.22,GDEG,0.94
1,instances/GBRL/50_r0.334_0_geom_3.gin,0.21061224489795918,0.22338665195808052,0.24,0.045306122448979594,0.64,LDEG,0.94
2,instances/GBRL/50_r0.334_0_geom_3.gin,0.14857142857142858,0.19387755102040816,0.64,0.08653061224489796,0.94,GDEG,0.94
3,instances/GBRL/50_r0.334_0_geom_3.gin,0.09387755102040816,0.0,0.94,0.09387755102040816,0.92,GDEG,0.94
0,instances/GBRL/50_r0.259_0_geom_2.gin,0.16489795918367348,0.16534777176176593,0.02,0.002857142857142857,0.14,GDEG,0.88
1,instances/GBRL/50_r0.259_0_geom_2.gin,0.1469387755102041,0.156794425087108,0.16,0.018367346938775512,0.38,LDEG,0.88
2,instances/GBRL/50_r0.259_0_geom_2.gin,0.11591836734693878,0.14989444053483464,0.38,0.028979591836734694,0.6,LDEG,0.88
3,instances/GBRL/50_r0.259_0_geom_2.gin,0.08816326530612245,0.13085234093637454,0.6,0.043673469387755105,0.72,LDEG,0.88
4,instances/GBRL/50_r0.259_0_geom_2.gin,0.06448979591836734,0.09795918367346938,0.72,0.044897959183673466,0.8,LDEG,0.88
5,instances/GBRL/50_r0.259_0_geom_2.gin,0.05142857142857143,0.06802721088435375,0.84,0.0473469387755102,0.84,LDEG,0.88
6,instances/GBRL/50_r0.259_0_geom_2.gin,0.04653061224489796,0.0,0.88,0.04653061224489796,0.82,GDEG,0.88
0,instances/GBRL/500_ep0.02_0_gilbert_2.in,0.020120240480961924,0.020124417171015378,0.002,3.6072144288577156e-05,0.018,GDEG,0.99
1,instances/GBRL/500_ep0.02_0_gilbert_2.in,0.01986372745490982,0.01992942941096918,0.02,0.0003727454909819639,0.162,LDEG,0.99
2,instances/GBRL/500_ep0.02_0_gilbert_2.in,0.01898196392785571,0.019189598709614352,0.176,0.003246492985971944,0.808,GDEG,0.99
3,instances/GBRL/500_ep0.02_0_gilbert_2.in,0.013531062124248497,0.016560899576931642,0.85,0.011146292585170341,0.948,GDEG,0.99
4,instances/GBRL/500_ep0.02_0_gilbert_2.in,0.00965130260521042,0.006012024048096192,0.99,0.00963927855711423,0.914,LDEG,0.99
0,instances/GBRL/100_ep0.075_0_gilbert_9.in,0.07575757575757576,0.07611468217528823,0.01,0.00040404040404040404,0.04,LDEG,0.96
1,instances/GBRL/100_ep0.075_0_gilbert_9.in,0.07313131313131313,0.07538543328017012,0.04,0.0015151515151515152,0.15,LDEG,0.96
2,instances/GBRL/100_ep0.075_0_gilbert_9.in,0.06808080808080808,0.07222222222222223,0.18,0.010303030303030303,0.62,GDEG,0.96
3,instances/GBRL/100_ep0.075_0_gilbert_9.in,0.04727272727272727,0.05555555555555555,0.71,0.03282828282828283,0.86,LDEG,0.96
4,instances/GBRL/100_ep0.075_0_gilbert_9.in,0.026262626262626262,0.0,0.96,0.026262626262626262,0.78,LDEG,0.96
0,instances/GBRL/50_r0.259_0_geom_1.gin,0.14448979591836736,0.14493960849645982,0.02,0.0024489795918367346,0.12,GDEG,0.74
1,instances/GBRL/50_r0.259_0_geom_1.gin,0.12979591836734694,0.13216715257531583,0.14,0.018775510204081632,0.36,LDEG,0.74
2,instances/GBRL/50_r0.259_0_geom_1.gin,0.10530612244897959,0.12789115646258503,0.36,0.02857142857142857,0.52,LDEG,0.74
3,instances/GBRL/50_r0.259_0_geom_1.gin,0.08734693877551021,0.1263362487852284,0.52,0.03428571428571429,0.58,GDEG,0.74
4,instances/GBRL/50_r0.259_0_geom_1.gin,0.06938775510204082,0.1096938775510204,0.6,0.03428571428571429,0.68,LDEG,0.74
5,instances/GBRL/50_r0.259_0_geom_1.gin,0.05959183673469388,0.11428571428571428,0.7,0.036734693877551024,0.72,GDEG,0.74
6,instances/GBRL/50_r0.259_0_geom_1.gin,0.04897959183673469,0.10495626822157435,0.74,0.03428571428571429,0.66,GDEG,0.74
0,instances/GBRL/500_r0.083_0_geom_6.gin,0.020112224448897795,0.02014048136352866,0.002,1.2024048096192385e-05,0.006,LDEG,0.006
1,instances/GBRL/500_r0.083_0_geom_6.gin,0.02004809619238477,0.020193613032516645,0.006,1.6032064128256513e-05,0.006,LDEG,0.006
0,instances/GBRL/100_ep0.125_0_gilbert_10.in,0.13292929292929292,0.13335373941434547,0.01,0.0009090909090909091,0.09,GDEG,0.97
1,instances/GBRL/100_ep0.125_0_gilbert_10.in,0.12626262626262627,0.12847576892520712,0.1,0.01191919191919192,0.74,GDEG,0.97
2,instances/GBRL/100_ep0.125_0_gilbert_10.in,0.0993939393939394,0.12068048910154174,0.79,0.07646464646464647,0.92,GDEG,0.97
3,instances/GBRL/100_ep0.125_0_gilbert_10.in,0.06323232323232324,0.0,0.97,0.06323232323232324,0.9,GDEG,0.97
0,instances/GBRL/100_ep0.075_0_gilbert_1.in,0.07838383838383839,0.07815529027650239,0.01,0.00101010101010101,0.1,LDEG,0.96
1,instances/GBRL/100_ep0.075_0_gilbert_1.in,0.07434343434343435,0.07808421291567359,0.1,0.0048484848484848485,0.39,GDEG,0.96
2,instances/GBRL/100_ep0.075_0_gilbert_1.in,0.06222222222222222,0.07050901168548228,0.47,0.026262626262626262,0.87,GDEG,0.96
3,instances/GBRL/100_ep0.075_0_gilbert_1.in,0.028282828282828285,0.030303030303030304,0.94,0.027373737373737373,0.88,LDEG,0.96
4,instances/GBRL/100_ep0.075_0_gilbert_1.in,0.026464646464646465,0.0,0.96,0.026464646464646465,0.85,GDEG,0.96
0,instances/GBRL/50_ep0.2_0_gilbert_7.in,0.18040816326530612,0.18159100374843815,0.02,0.0024489795918367346,0.12,GDEG,0.94
1,instances/GBRL/50_ep0.2_0_gilbert_7.in,0.16408163265306122,0.17133364973896537,0.12,0.01673469387755102,0.52,LDEG,0.94
2,instances/GBRL/50_ep0.2_0_gilbert_7.in,0.12489795918367347,0.15037593984962405,0.58,0.06775510204081632,0.86,LDEG,0.94
3,instances/GBRL/50_ep0.2_0_gilbert_7.in,0.053061224489795916,0.0,0.94,0.053061224489795916,0.84,GDEG,0.94
0,instances/GBRL/100_ep0.1_0_gilbert_4.in,0.0997979797979798,0.09978573614937251,0.01,0.00101010101010101,0.1,GDEG,0.97
1,instances/GBRL/100_ep0.1_0_gilbert_4.in,0.09393939393939393,0.0949265381083563,0.11,0.010404040404040403,0.62,LDEG,0.97
2,instances/GBRL/100_ep0.1_0_gilbert_4.in,0.07212121212121213,0.08142026323844506,0.65,0.04525252525252525,0.94,LDEG,0.97
3,instances/GBRL/100_ep0.1_0_gilbert_4.in,0.03696969696969697,0.0,0.97,0.03696969696969697,0.91,LDEG,0.97
0,instances/GBRL/1000_ep0.0075_0_gilbert_8.in,0.007465465465465466,0.00746392037683329,0.001,9.00900900900901e-06,0.009,GDEG,0.994
1,instances/GBRL/1000_ep0.0075_0_gilbert_8.in,0.0074134134134134135,0.007440200564568613,0.01,5.505505505505505e-05,0.054,GDEG,0.994
2,instances/GBRL/1000_ep0.0075_0_gilbert_8.in,0.007275275275275275,0.007402701847146292,0.062,0.00034634634634634633,0.297,LDEG,0.994
3,instances/GBRL/1000_ep0.0075_0_gilbert_8.in,0.006582582582582583,0.007039198463394482,0.344,0.001985985985985986,0.84,LDEG,0.994
4,instances/GBRL/1000_ep0.0075_0_gilbert_8.in,0.003825825825825826,0.0048072764122146835,0.915,0.0034364364364364366,0.909,LDEG,0.994
5,instances/GBRL/1000_ep0.0075_0_gilbert_8.in,0.003111111111111111,0.002002002002002002,0.994,0.003109109109109109,0.853,LDEG,0.994
0,instances/GBRL/500_r0.083_0_geom_5.gin,0.01959118236472946,0.019594298818077036,0.002,3.6072144288577156e-05,0.018,GDEG,0.966
1,instances/GBRL/500_r0.083_0_geom_5.gin,0.019366733466933867,0.01941715742323092,0.02,0.00037675350701402805,0.06,LDEG,0.966
2,instances/GBRL/500_r0.083_0_geom_5.gin,0.018869739478957915,0.019243615436000203,0.06,0.0008577154308617235,0.108,LDEG,0.966
3,instances/GBRL/500_r0.083_0_geom_5.gin,0.01825250501002004,0.01919676456986371,0.11,0.001282565130260521,0.168,LDEG,0.966
4,instances/GBRL/500_r0.083_0_geom_5.gin,0.01756312625250501,0.01925993105432276,0.17,0.0017314629258517035,0.246,GDEG,0.966
5,instances/GBRL/500_r0.083_0_geom_5.gin,0.016761523046092186,0.018913502681037753,0.25,0.0027655310621242483,0.334,GDEG,0.966
6,instances/GBRL/500_r0.083_0_geom_5.gin,0.015478957915831664,0.018520012160543997,0.342,0.0035150300601202405,0.424,LDEG,0.966
7,instances/GBRL/500_r0.083_0_geom_5.gin,0.014444889779559118,0.018814607632531247,0.43,0.0039839679358717435,0.484,GDEG,0.966
8,instances/GBRL/500_r0.083_0_geom_5.gin,0.013779559118236473,0.018809977678935108,0.492,0.004525050100200401,0.564,GDEG,0.966
9,instances/GBRL/500_r0.083_0_geom_5.gin,0.012833667334669339,0.018497779873472436,0.574,0.005286573146292585,0.654,LDEG,0.966
10,instances/GBRL/500_r0.083_0_geom_5.gin,0.011855711422845692,0.018327794830166663,0.664,0.006064128256513026,0.724,GDEG,0.966
11,instances/GBRL/500_r0.083_0_geom_5.gin,0.010829659318637275,0.017631902460382952,0.74,0.0066332665330661325,0.784,GDEG,0.966
12,instances/GBRL/500_r0.083_0_geom_5.gin,0.010092184368737475,0.017557842958644564,0.8,0.007002004008016032,0.862,LDEG,0.966
13,instances/GBRL/500_r0.083_0_geom_5.gin,0.00929058116232465,0.017368069472277887,0.878,0.007623246492985972,0.912,LDEG,0.966
14,instances/GBRL/500_r0.083_0_geom_5.gin,0.008625250501002005,0.017307341956640555,0.928,0.007863727454909819,0.928,LDEG,0.966
15,instances/GBRL/500_r0.083_0_geom_5.gin,0.008208416833667334,0.015485516487520496,0.948,0.007867735470941883,0.944,LDEG,0.966
16,instances/GBRL/500_r0.083_0_geom_5.gin,0.008,0.01002004008016032,0.964,0.007959919839679358,0.946,LDEG,0.966
17,instances/GBRL/500_r0.083_0_geom_5.gin,0.007927855711422845,0.0,0.966,0.007927855711422845,0.942,GDEG,0.966
0,instances/GBRL/500_ep0.025_0_gilbert_9.in,0.02464128256513026,0.024606326882221356,0.002,8.41683366733467e-05,0.042,GDEG,0.992
1,instances/GBRL/500_ep0.025_0_gilbert_9.in,0.02427254509018036,0.02423295227772106,0.044,0.001154308617234469,0.462,GDEG,0.992
2,instances/GBRL/500_ep0.025_0_gilbert_9.in,0.02188376753507014,0.02310823196781159,0.48,0.009959919839679358,0.972,LDEG,0.992
3,instances/GBRL/500_ep0.025_0_gilbert_9.in,0.01066933867735471,0.008016032064128256,0.992,0.010653306613226454,0.97,LDEG,0.992
0,instances/GBRL/1000_ep0.0125_0_gilbert_5.in,0.01263863863863864,0.012640267895523152,0.001,1.1011011011011012e-05,0.011,GDEG,0.996
1,instances/GBRL/1000_ep0.0125_0_gilbert_5.in,0.01256856856856857,0.012570828173665052,0.012,0.00016116116116116116,0.151,LDEG,0.996
2,instances/GBRL/1000_ep0.0125_0_gilbert_5.in,0.0122002002002002,0.012402354507617666,0.162,0.0018318318318318318,0.834,GDEG,0.996
3,instances/GBRL/1000_ep0.0125_0_gilbert_5.in,0.008972972972972972,0.010615454163841262,0.873,0.0076566566566566565,0.957,GDEG,0.996
4,instances/GBRL/1000_ep0.0125_0_gilbert_5.in,0.006734734734734735,0.0,0.996,0.006734734734734735,0.931,GDEG,0.996
0,instances/GBRL/1000_ep0.0125_0_gilbert_8.in,0.012146146146146146,0.012148284420556692,0.001,1.001001001001001e-05,0.01,GDEG,0.996
1,instances/GBRL/1000_ep0.0125_0_gilbert_8.in,0.012076076076076076,0.012110288426077899,0.011,0.00011111111111111112,0.108,LDEG,0.996
2,instances/GBRL/1000_ep0.0125_0_gilbert_8.in,0.011813813813813814,0.011973336973336973,0.118,0.0012772772772772774,0.72,GDEG,0.996
3,instances/GBRL/1000_ep0.0125_0_gilbert_8.in,0.009527527527527528,0.010742449766840011,0.751,0.006884884884884885,0.964,LDEG,0.996
4,instances/GBRL/1000_ep0.0125_0_gilbert_8.in,0.005865865865865866,0.0,0.996,0.005865865865865866,0.955,LDEG,0.996
0,instances/GBRL/1000_ep0.0075_0_gilbert_10.in,0.007483483483483483,0.0074839604369133905,0.001,7.007007007007007e-06,0.007,LDEG,0.995
1,instances/GBRL/1000_ep0.0075_0_gilbert_10.in,0.007451451451451451,0.007469162711098195,0.007,4.204204204204204e-05,0.041,LDEG,0.995
2,instances/GBRL/1000_ep0.0075_0_gilbert_10.in,0.007341341341341341,0.0074396162724238435,0.047,0.0002662662662662663,0.239,GDEG,0.995
3,instances/GBRL/1000_ep0.0075_0_gilbert_10.in,0.006784784784784785,0.007135627247359091,0.281,0.0016756756756756757,0.798,LDEG,0.995
4,instances/GBRL/1000_ep0.0075_0_gilbert_10.in,0.004308308308308308,0.0054607452981436716,0.873,0.0036366366366366366,0.919,LDEG,0.995
5,instances/GBRL/1000_ep0.0075_0_gilbert_10.in,0.003193193193193193,0.0,0.995,0.003193193193193193,0.868,GDEG,0.995
0,instances/GBRL/1000_r0.065_0_geom_6.gin,0.01248048048048048,0.012486961435910385,0.001,6.006006006006006e-06,0.006,LDEG,0.979
1,instances/GBRL/1000_r0.065_0_geom_6.gin,0.01244044044044044,0.01248479093393494,0.006,4.304304304304304e-05,0.024,LDEG,0.979
2,instances/GBRL/1000_r0.065_0_geom_6.gin,0.012336336336336337,0.012455415333113175,0.025,0.0002172172172172172,0.065,GDEG,0.979
3,instances/GBRL/1000_r0.065_0_geom_6.gin,0.012054054054054054,0.012459771599556546,0.067,0.0004664664664664665,0.105,GDEG,0.979
4,instances/GBRL/1000_r0.065_0_geom_6.gin,0.01177977977977978,0.012459028207059703,0.107,0.0007037037037037037,0.15,GDEG,0.979
5,instances/GBRL/1000_r0.065_0_geom_6.gin,0.011425425425425425,0.012472733706422911,0.152,0.000910910910910911,0.204,GDEG,0.979
6,instances/GBRL/1000_r0.065_0_geom_6.gin,0.011089089089089088,0.012450267526409658,0.206,0.0012782782782782783,0.267,LDEG,0.979
7,instances/GBRL/1000_r0.065_0_geom_6.gin,0.01065065065065065,0.012475182364685127,0.269,0.0016186186186186186,0.329,GDEG,0.979
8,instances/GBRL/1000_r0.065_0_geom_6.gin,0.010224224224224225,0.012517062517062517,0.332,0.001962962962962963,0.407,GDEG,0.979
9,instances/GBRL/1000_r0.065_0_geom_6.gin,0.009711711711711712,0.012482361879952242,0.41,0.0024594594594594594,0.476,GDEG,0.979
10,instances/GBRL/1000_r0.065_0_geom_6.gin,0.009193193193193193,0.012384204165026082,0.479,0.002864864864864865,0.556,LDEG,0.979
11,instances/GBRL/1000_r0.065_0_geom_6.gin,0.008618618618618618,0.01223497279181734,0.558,0.003345345345345345,0.641,LDEG,0.979
12,instances/GBRL/1000_r0.065_0_geom_6.gin,0.008048048048048049,0.011884348116232174,0.643,0.003947947947947948,0.719,LDEG,0.979
13,instances/GBRL/1000_r0.065_0_geom_6.gin,0.0073853853853853854,0.01152473227944926,0.722,0.004331331331331331,0.772,LDEG,0.979
14,instances/GBRL/1000_r0.065_0_geom_6.gin,0.006972972972972973,0.01126364459697793,0.776,0.004607607607607608,0.821,LDEG,0.979
15,instances/GBRL/1000_r0.065_0_geom_6.gin,0.006652652652652653,0.011242492492492491,0.825,0.004853853853853854,0.865,LDEG,0.979
16,instances/GBRL/1000_r0.065_0_geom_6.gin,0.006318318318318319,0.011151502379572556,0.87,0.005047047047047047,0.903,LDEG,0.979
17,instances/GBRL/1000_r0.065_0_geom_6.gin,0.005995995995995996,0.011614354080107506,0.91,0.005148148148148148,0.933,GDEG,0.979
18,instances/GBRL/1000_r0.065_0_geom_6.gin,0.0058098098098098095,0.01146384479717813,0.94,0.005328328328328328,0.959,LDEG,0.979
19,instances/GBRL/1000_r0.065_0_geom_6.gin,0.0055335335335335335,0.009876543209876543,0.966,0.005385385385385385,0.969,GDEG,0.979
20,instances/GBRL/1000_r0.065_0_geom_6.gin,0.005461461461461462,0.00850850850850851,0.976,0.005427427427427427,0.971,GDEG,0.979
21,instances/GBRL/1000_r0.065_0_geom_6.gin,0.0054114114114114115,0.0,0.979,0.0054114114114114115,0.97,LDEG,0.979
0,instances/GBRL/1000_r0.065_0_geom_8.gin,0.012472472472472473,0.01247193139085031,0.001,1.3013013013013012e-05,0.013,LDEG,0.982
1,instances/GBRL/1000_r0.065_0_geom_8.gin,0.012414414414414415,0.012458706170673716,0.013,0.00013013013013013012,0.035,LDEG,0.982
2,instances/GBRL/1000_r0.065_0_geom_8.gin,0.012254254254254254,0.012494321943958497,0.035,0.00022222222222222223,0.065,LDEG,0.982
3,instances/GBRL/1000_r0.065_0_geom_8.gin,0.012086086086086086,0.012529697079053301,0.065,0.0004084084084084084,0.12,LDEG,0.982
4,instances/GBRL/1000_r0.065_0_geom_8.gin,0.011765765765765766,0.012518225988545623,0.12,0.0007997997997997998,0.19,GDEG,0.982
5,instances/GBRL/1000_r0.065_0_geom_8.gin,0.011327327327327327,0.012447771154238816,0.191,0.0013193193193193193,0.287,GDEG,0.982
6,instances/GBRL/1000_r0.065_0_geom_8.gin,0.01062862862862863,0.012380652607281502,0.288,0.001887887887887888,0.366,GDEG,0.982
7,instances/GBRL/1000_r0.065_0_geom_8.gin,0.010008008008008008,0.012394183320700893,0.367,0.0022492492492492493,0.456,GDEG,0.982
8,instances/GBRL/1000_r0.065_0_geom_8.gin,0.009403403403403404,0.0124535750703975,0.457,0.0027407407407407406,0.54,LDEG,0.982
9,instances/GBRL/1000_r0.065_0_geom_8.gin,0.008832832832832833,0.012307207429158648,0.54,0.0032822822822822823,0.63,LDEG,0.982
10,instances/GBRL/1000_r0.065_0_geom_8.gin,0.008162162162162163,0.01185352018685352,0.63,0.003894894894894895,0.716,GDEG,0.982
11,instances/GBRL/1000_r0.065_0_geom_8.gin,0.007421421421421421,0.011284347077705011,0.718,0.004363363363363363,0.784,GDEG,0.982
12,instances/GBRL/1000_r0.065_0_geom_8.gin,0.006894894894894895,0.011318248942011317,0.786,0.004608608608608609,0.846,LDEG,0.982
13,instances/GBRL/1000_r0.065_0_geom_8.gin,0.006488488488488488,0.011692852272562417,0.849,0.004874874874874875,0.914,LDEG,0.982
14,instances/GBRL/1000_r0.065_0_geom_8.gin,0.006044044044044044,0.010517764140952547,0.917,0.005318318318318319,0.95,LDEG,0.982
15,instances/GBRL/1000_r0.065_0_geom_8.gin,0.005653653653653654,0.008758758758758759,0.953,0.005373373373373374,0.969,GDEG,0.982
16,instances/GBRL/1000_r0.065_0_geom_8.gin,0.005495495495495496,0.006256256256256257,0.972,0.00542042042042042,0.977,LDEG,0.982
17,instances/GBRL/1000_r0.065_0_geom_8.gin,0.00543943943943944,0.0033366700033366703,0.98,0.005429429429429429,0.979,LDEG,0.982
18,instances/GBRL/1000_r0.065_0_geom_8.gin,0.005423423423423423,0.0,0.982,0.005423423423423423,0.978,LDEG,0.982
0,instances/GBRL/1000_ep0.0075_0_gilbert_5.in,0.007611611611611612,0.00761021281541802,0.001,9.00900900900901e-06,0.009,GDEG,0.994
1,instances/GBRL/1000_ep0.0075_0_gilbert_5.in,0.00755955955955956,0.007587972198690096,0.01,5.505505505505505e-05,0.052,LDEG,0.994
2,instances/GBRL/1000_ep0.0075_0_gilbert_5.in,0.007421421421421421,0.00752620283036505,0.061,0.0003693693693693694,0.318,GDEG,0.994
3,instances/GBRL/1000_ep0.0075_0_gilbert_5.in,0.006680680680680681,0.007163561665931334,0.364,0.0021461461461461462,0.85,LDEG,0.994
4,instances/GBRL/1000_ep0.0075_0_gilbert_5.in,0.0037297297297297295,0.005182601956795506,0.934,0.0034084084084084086,0.906,GDEG,0.994
5,instances/GBRL/1000_ep0.0075_0_gilbert_5.in,0.003167167167167167,0.003003003003003003,0.994,0.003164164164164164,0.868,GDEG,0.994
0,instances/GBRL/100_ep0.1_0_gilbert_6.in,0.10121212121212121,0.10141822263034384,0.01,0.0008080808080808081,0.08,GDEG,0.96
1,instances/GBRL/100_ep0.1_0_gilbert_6.in,0.09636363636363636,0.09820426487093153,0.09,0.00797979797979798,0.6,LDEG,0.96
2,instances/GBRL/100_ep0.1_0_gilbert_6.in,0.07898989898989899,0.09177489177489177,0.63,0.04686868686868687,0.93,GDEG,0.96
3,instances/GBRL/100_ep0.1_0_gilbert_6.in,0.039191919191919194,0.04040404040404041,0.96,0.03878787878787879,0.93,LDEG,0.96
0,instances/GBRL/50_r0.299_0_geom_4.gin,0.21877551020408162,0.2224073302790504,0.02,0.0008163265306122449,0.04,LDEG,0.04
1,instances/GBRL/50_r0.299_0_geom_4.gin,0.21142857142857144,0.22492401215805471,0.04,0.0,0.0,GDEG,0.04
0,instances/GBRL/1000_r0.065_0_geom_7.gin,0.0129009009009009,0.012901790679568459,0.001,1.2012012012012012e-05,0.012,GDEG,0.98
1,instances/GBRL/1000_r0.065_0_geom_7.gin,0.012826826826826827,0.012866822197451002,0.013,0.00014014014014014013,0.041,GDEG,0.98
2,instances/GBRL/1000_r0.065_0_geom_7.gin,0.01266066066066066,0.012803598577657156,0.042,0.00042042042042042044,0.082,GDEG,0.98
3,instances/GBRL/1000_r0.065_0_geom_7.gin,0.012296296296296296,0.012717312498494117,0.083,0.0006726726726726727,0.138,LDEG,0.98
4,instances/GBRL/1000_r0.065_0_geom_7.gin,0.011925925925925927,0.012614012614012614,0.138,0.0011031031031031031,0.222,LDEG,0.98
5,instances/GBRL/1000_r0.065_0_geom_7.gin,0.011403403403403404,0.012445822277646339,0.222,0.0017827827827827827,0.311,LDEG,0.98
6,instances/GBRL/1000_r0.065_0_geom_7.gin,0.010630630630630631,0.012160037050227387,0.311,0.0023253253253253253,0.409,GDEG,0.98
7,instances/GBRL/1000_r0.065_0_geom_7.gin,0.009841841841841842,0.01189182321257793,0.41,0.002908908908908909,0.486,GDEG,0.98
8,instances/GBRL/1000_r0.065_0_geom_7.gin,0.009263263263263263,0.011710720621611711,0.487,0.0033493493493493495,0.569,GDEG,0.98
9,instances/GBRL/1000_r0.065_0_geom_7.gin,0.008718718718718719,0.011500811975871357,0.57,0.0038768768768768767,0.638,GDEG,0.98
10,instances/GBRL/1000_r0.065_0_geom_7.gin,0.0082002002002002,0.011213492694974176,0.639,0.004264264264264264,0.714,GDEG,0.98
11,instances/GBRL/1000_r0.065_0_geom_7.gin,0.0076576576576576575,0.0108539196130437,0.715,0.004683683683683684,0.787,LDEG,0.98
12,instances/GBRL/1000_r0.065_0_geom_7.gin,0.007147147147147147,0.010557821503095135,0.787,0.005025025025025025,0.865,LDEG,0.98
13,instances/GBRL/1000_r0.065_0_geom_7.gin,0.006664664664664664,0.009977190305059157,0.865,0.005447447447447447,0.914,LDEG,0.98
14,instances/GBRL/1000_r0.065_0_geom_7.gin,0.006214214214214214,0.0099254183761226,0.915,0.005509509509509509,0.938,GDEG,0.98
15,instances/GBRL/1000_r0.065_0_geom_7.gin,0.006042042042042042,0.009532259532259533,0.941,0.005622622622622623,0.956,LDEG,0.98
16,instances/GBRL/1000_r0.065_0_geom_7.gin,0.005865865865865866,0.008088088088088087,0.959,0.005663663663663663,0.971,LDEG,0.98
17,instances/GBRL/1000_r0.065_0_geom_7.gin,0.005755755755755756,0.005338672005338671,0.974,0.005707707707707708,0.976,GDEG,0.98
18,instances/GBRL/1000_r0.065_0_geom_7.gin,0.005711711711711712,0.0033366700033366703,0.979,0.005701701701701702,0.977,GDEG,0.98
19,instances/GBRL/1000_r0.065_0_geom_7.gin,0.0056996996996997,0.001001001001001001,0.98,0.005698698698698699,0.976,LDEG,0.98
0,instances/GBRL/100_ep0.075_0_gilbert_3.in,0.0696969696969697,0.0693806754412815,0.01,0.00101010101010101,0.1,LDEG,0.96
1,instances/GBRL/100_ep0.075_0_gilbert_3.in,0.06484848484848485,0.06684825785949382,0.1,0.005353535353535353,0.42,GDEG,0.96
2,instances/GBRL/100_ep0.075_0_gilbert_3.in,0.05272727272727273,0.06238859180035651,0.47,0.02090909090909091,0.78,GDEG,0.96
3,instances/GBRL/100_ep0.075_0_gilbert_3.in,0.02585858585858586,0.043771043771043766,0.88,0.021919191919191918,0.84,LDEG,0.96
4,instances/GBRL/100_ep0.075_0_gilbert_3.in,0.01818181818181818,0.0,0.96,0.01818181818181818,0.75,LDEG,0.96
0,instances/GBRL/1000_r0.058_0_geom_1.gin,0.010158158158158159,0.010155300445590735,0.001,1.3013013013013012e-05,0.013,LDEG,0.976
1,instances/GBRL/1000_r0.058_0_geom_1.gin,0.010098098098098099,0.01010645533972106,0.013,0.00013313313313313314,0.032,LDEG,0.976
2,instances/GBRL/1000_r0.058_0_geom_1.gin,0.009983983983983985,0.010118814466640553,0.032,0.0002092092092092092,0.052,LDEG,0.976
3,instances/GBRL/1000_r0.058_0_geom_1.gin,0.009877877877877878,0.010146654591099036,0.052,0.0002892892892892893,0.08,LDEG,0.976
4,instances/GBRL/1000_r0.058_0_geom_1.gin,0.009717717717717718,0.010135681533061446,0.08,0.00043343343343343345,0.111,LDEG,0.976
5,instances/GBRL/1000_r0.058_0_geom_1.gin,0.009511511511511512,0.010088230926283023,0.112,0.0006036036036036036,0.155,GDEG,0.976
